snapshot_week,snapshot_timestamp,season,team,live_market_score,live_rank,current_gini_score,performance_score,roster_score,projected_wins,projected_wins_low,projected_wins_high,most_likely_quadrant,highest_quadrant_probability,q1_probability,q2_probability,q3_probability,q4_probability
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,LA,97.99247519759926,1,121.6401845473727,104.31826902380016,82.83929168293396,10.884465555519382,8,13,Q4 - Super Bowl Contenders,0.8066807705612218,0.0100826082878297,0.1077573505038774,0.0754792706470711,0.8066807705612218
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,SEA,96.95822128919812,2,121.2319320501729,103.95382058052192,83.82968209791673,10.925594120792194,8,13,Q3 - Playoff Contenders,0.3651235186370761,0.1348764813629238,0.1348764813629238,0.3651235186370761,0.3651235186370761
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,BUF,91.7557724588598,3,112.81513044856833,96.44011212282348,84.04868603586002,9.81234281178895,7,12,Q4 - Super Bowl Contenders,0.5224542095785557,0.0558954621689257,0.3342935014535675,0.087356826798951,0.5224542095785557
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,HOU,91.57996643908464,4,112.97972637598858,96.58704748740716,82.94841289365459,9.0161525584687,7,12,Q4 - Super Bowl Contenders,0.5738324414023795,0.0553122632605201,0.2368420566763035,0.1340132386607967,0.5738324414023795
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,NE,91.03831631863116,5,112.97646871688808,96.5841393636454,84.21215927093455,9.427510897950755,7,12,Q2 - Middle Tier,0.3509642598885381,0.1878576311070491,0.3509642598885381,0.1607875042268967,0.3003906047775161
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,JAX,89.67056787340383,6,111.41324563800968,95.18864461100696,83.73053948460718,9.594686795796498,7,12,Q2 - Middle Tier,0.4725700464169919,0.2529485181204446,0.4725700464169919,0.0956966172135011,0.1787848182490622
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,DEN,87.94443827275877,7,108.2594753572594,92.3732627648204,83.54306079866106,9.060772047774828,7,12,Q3 - Playoff Contenders,0.6443220554627448,0.2798197645160116,0.0229690049852364,0.6443220554627448,0.052889175036007
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,DET,87.3332568700118,8,106.31104284858924,90.63389019640218,84.3303216867916,9.186775260236615,7,12,Q3 - Playoff Contenders,0.7023212493577192,0.1647145104444515,0.0252597882880874,0.7023212493577192,0.1077044519097417
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,PHI,86.63853448626992,9,105.853284416661,90.22524763069096,82.85315901239275,8.376208194924006,6,11,Q4 - Super Bowl Contenders,0.3837189788637873,0.1432551665574667,0.2676358858022669,0.205389968776479,0.3837189788637873
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,GB,85.57755123035979,10,106.41019207245697,90.72240105803483,83.14650888827386,9.01955683611545,7,12,Q1 - Non-Contenders,0.6739467757277202,0.6739467757277202,0.1033530854469709,0.1930889840744505,0.0296111547508582
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,IND,84.86586478554322,11,105.79376389337864,90.172113449756,84.36134517183865,9.22875707333997,7,12,Q1 - Non-Contenders,0.9029074715317804,0.9029074715317804,0.0212343484469761,0.0741151585581941,0.0017430214630494
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,LAC,84.28936033912987,12,103.72679453560148,88.32692261831559,82.25119177715433,7.922056113593156,5,10,Q3 - Playoff Contenders,0.5476534219695107,0.4102588501148705,0.0180255158659125,0.5476534219695107,0.0240622120497063
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,BAL,83.64895917298627,13,102.09881459343136,86.87361918555852,83.9327938934677,8.867268869476543,6,11,Q1 - Non-Contenders,0.5082592684541488,0.5082592684541488,0.0063980399673362,0.4793090806926654,0.0060336108858495
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,KC,83.62362899248049,14,104.4060018481202,88.93325338030357,84.07389451743545,8.838003383335977,6,11,Q1 - Non-Contenders,0.9961115038573138,0.9961115038573138,0.0002948935612659,0.0035925390291729,1.0635522471102318e-06
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,CHI,83.01082062048995,15,102.7283234489908,87.43558395983946,85.191866142592,7.973021640510994,5,10,Q1 - Non-Contenders,0.7593230611110748,0.7593230611110748,0.0333623269347598,0.1985892109733063,0.008725400980859
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,SF,82.95472458241157,16,100.62278227294796,85.55595993027347,86.46699353775696,9.035961801450396,7,12,Q1 - Non-Contenders,0.5657543354194993,0.5657543354194993,0.0133052666773311,0.411268294670475,0.0096721032326944
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,PIT,82.08745274877388,17,100.60666387721976,85.54157098159202,81.18429757003595,7.743707768340586,5,10,Q1 - Non-Contenders,0.4792904416716282,0.4792904416716282,0.0393425552450634,0.4448513783071283,0.0365156247761801
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,MIN,82.08364943493996,18,100.60225514487124,85.53763529068438,82.33422671892741,8.438331615818473,6,11,Q1 - Non-Contenders,0.6328460554354001,0.6328460554354001,0.0001002816245385,0.3669955083454974,5.815459456395625e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,TB,81.47429655089323,19,101.4433588468914,86.28849153024045,82.32964984507304,8.125145667193578,6,11,Q1 - Non-Contenders,0.9648766258770346,0.9648766258770346,0.0226917232697796,0.0121460042129398,0.0002856466402459
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,ATL,79.84676372577738,20,97.3190905604236,82.60674269349195,85.25766977785898,7.506359720302462,5,10,Q1 - Non-Contenders,0.708193661202,0.708193661202,0.0025541451516511,0.2882127362165799,0.0010394574297689
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,NO,78.94397271134243,21,96.61504440135305,81.978238205634,83.54257646632422,7.350672501237424,5,10,Q1 - Non-Contenders,0.7995881726330061,0.7995881726330061,0.0002367138647237,0.2001158702534808,5.924324878928443e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,NYG,77.20115604286667,22,93.23109524198802,78.95737486316251,85.20625944035412,7.382008614304075,5,10,Q1 - Non-Contenders,0.7851468405271527,0.7851468405271527,0.0001244154087603,0.2146947232537448,3.402081034214789e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,CAR,77.07321168728123,23,93.86370021671245,79.52210355393537,83.15643371730124,7.293795310398342,5,10,Q1 - Non-Contenders,0.8748190813311473,0.8748190813311473,0.0001386249908642,0.1250224824497502,1.9811228238248173e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,CIN,76.84257176061125,24,92.70147698986436,78.4845827826679,84.26857628158021,7.583942968397429,5,10,Q1 - Non-Contenders,0.8017837008623722,0.8017837008623722,0.0001270517076948,0.1980578629185252,3.138451140766332e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,DAL,76.72637765238584,25,92.82953797397874,78.59890327458231,84.94296686981988,7.986402540430821,5,10,Q1 - Non-Contenders,0.9569234853066472,0.9569234853066472,0.0009887867777338,0.0420442836565978,4.3444259020993984e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,ARI,74.38782730955221,26,90.12801770083874,76.18724660430198,83.98340904416706,6.683943932023,4,9,Q1 - Non-Contenders,0.993149773246608,0.993149773246608,0.000157375829107,0.0066917905342893,1.0603899954605384e-06
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,WAS,73.8014062269952,27,89.10260847429441,75.27186017335424,80.56839482061537,7.50771048154611,5,10,Q1 - Non-Contenders,0.9979151343821252,0.9979151343821252,0.0001581309545472,0.0019264293987722,3.0526455527138345e-07
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,CLE,73.4689485953759,28,87.19033256330185,73.56476472712932,81.66674770340691,6.507414362157961,4,9,Q1 - Non-Contenders,0.6020332052018391,0.6020332052018391,9.53989794599664e-05,0.3978083585790585,6.303723964255954e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,MIA,72.76417623844303,29,87.9149647193088,74.2116464070149,80.90476294513707,6.647670227142652,4,9,Q1 - Non-Contenders,0.9986721173458504,0.9986721173458504,0.0002956516173949,0.0010319255406367,3.054961181165673e-07
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,LV,69.6561030156956,30,82.31575422675103,69.21321146394284,82.23974264916271,5.82762287574254,3,8,Q1 - Non-Contenders,0.866898389934561,0.866898389934561,0.0001373698676097,0.1329431738463364,2.106635149278416e-05
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,TEN,68.22071147444711,31,79.66257951181201,66.84471304387927,84.26668848433502,6.302253485645878,4,9,Q1 - Non-Contenders,0.9768678343184852,0.9768678343184852,0.000154795771489,0.0229737294624121,3.640447613464605e-06
2026-W22,2026-05-27T16:23:05.660462-04:00,2026,NYJ,65.01298278453388,32,75.20635648595325,62.86662704118648,79.48093770126887,6.119537666634971,4,9,Q1 - Non-Contenders,0.9992888727241312,0.9992888727241312,0.0001583486389452,0.0005526910567663,8.758015723482304e-08
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,LA,97.99247519759926,1,121.6401845473727,104.31826902380016,82.83929168293396,10.884465555519382,8,13,Q4 - Super Bowl Contenders,0.8066807705612218,0.0100826082878297,0.1077573505038774,0.0754792706470711,0.8066807705612218
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,SEA,96.95822128919812,2,121.2319320501729,103.95382058052192,83.82968209791673,10.925594120792194,8,13,Q3 - Playoff Contenders,0.3651235186370761,0.1348764813629238,0.1348764813629238,0.3651235186370761,0.3651235186370761
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,BUF,91.7557724588598,3,112.81513044856833,96.44011212282348,84.04868603586002,9.81234281178895,7,12,Q4 - Super Bowl Contenders,0.5224542095785557,0.0558954621689257,0.3342935014535675,0.087356826798951,0.5224542095785557
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,HOU,91.57996643908464,4,112.97972637598858,96.58704748740716,82.94841289365459,9.0161525584687,7,12,Q4 - Super Bowl Contenders,0.5738324414023795,0.0553122632605201,0.2368420566763035,0.1340132386607967,0.5738324414023795
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,NE,91.03831631863116,5,112.97646871688808,96.5841393636454,84.21215927093455,9.427510897950755,7,12,Q2 - Middle Tier,0.3509642598885381,0.1878576311070491,0.3509642598885381,0.1607875042268967,0.3003906047775161
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,JAX,89.67056787340383,6,111.41324563800968,95.18864461100696,83.73053948460718,9.594686795796498,7,12,Q2 - Middle Tier,0.4725700464169919,0.2529485181204446,0.4725700464169919,0.0956966172135011,0.1787848182490622
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,DEN,87.94443827275877,7,108.2594753572594,92.3732627648204,83.54306079866106,9.060772047774828,7,12,Q3 - Playoff Contenders,0.6443220554627448,0.2798197645160116,0.0229690049852364,0.6443220554627448,0.052889175036007
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,DET,87.3332568700118,8,106.31104284858924,90.63389019640218,84.3303216867916,9.186775260236615,7,12,Q3 - Playoff Contenders,0.7023212493577192,0.1647145104444515,0.0252597882880874,0.7023212493577192,0.1077044519097417
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,PHI,86.63853448626992,9,105.853284416661,90.22524763069096,82.85315901239275,8.376208194924006,6,11,Q4 - Super Bowl Contenders,0.3837189788637873,0.1432551665574667,0.2676358858022669,0.205389968776479,0.3837189788637873
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,GB,85.57755123035979,10,106.41019207245697,90.72240105803483,83.14650888827386,9.01955683611545,7,12,Q1 - Non-Contenders,0.6739467757277202,0.6739467757277202,0.1033530854469709,0.1930889840744505,0.0296111547508582
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,IND,84.86586478554322,11,105.79376389337864,90.172113449756,84.36134517183865,9.22875707333997,7,12,Q1 - Non-Contenders,0.9029074715317804,0.9029074715317804,0.0212343484469761,0.0741151585581941,0.0017430214630494
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,LAC,84.28936033912987,12,103.72679453560148,88.32692261831559,82.25119177715433,7.922056113593156,5,10,Q3 - Playoff Contenders,0.5476534219695107,0.4102588501148705,0.0180255158659125,0.5476534219695107,0.0240622120497063
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,BAL,83.64895917298627,13,102.09881459343136,86.87361918555852,83.9327938934677,8.867268869476543,6,11,Q1 - Non-Contenders,0.5082592684541488,0.5082592684541488,0.0063980399673362,0.4793090806926654,0.0060336108858495
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,KC,83.62362899248049,14,104.4060018481202,88.93325338030357,84.07389451743545,8.838003383335977,6,11,Q1 - Non-Contenders,0.9961115038573138,0.9961115038573138,0.0002948935612659,0.0035925390291729,1.0635522471102318e-06
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,CHI,83.01082062048995,15,102.7283234489908,87.43558395983946,85.191866142592,7.973021640510994,5,10,Q1 - Non-Contenders,0.7593230611110748,0.7593230611110748,0.0333623269347598,0.1985892109733063,0.008725400980859
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,SF,82.95472458241157,16,100.62278227294796,85.55595993027347,86.46699353775696,9.035961801450396,7,12,Q1 - Non-Contenders,0.5657543354194993,0.5657543354194993,0.0133052666773311,0.411268294670475,0.0096721032326944
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,PIT,82.08745274877388,17,100.60666387721976,85.54157098159202,81.18429757003595,7.743707768340586,5,10,Q1 - Non-Contenders,0.4792904416716282,0.4792904416716282,0.0393425552450634,0.4448513783071283,0.0365156247761801
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,MIN,82.08364943493996,18,100.60225514487124,85.53763529068438,82.33422671892741,8.438331615818473,6,11,Q1 - Non-Contenders,0.6328460554354001,0.6328460554354001,0.0001002816245385,0.3669955083454974,5.815459456395625e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,TB,81.47429655089323,19,101.4433588468914,86.28849153024045,82.32964984507304,8.125145667193578,6,11,Q1 - Non-Contenders,0.9648766258770346,0.9648766258770346,0.0226917232697796,0.0121460042129398,0.0002856466402459
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,ATL,79.84676372577738,20,97.3190905604236,82.60674269349195,85.25766977785898,7.506359720302462,5,10,Q1 - Non-Contenders,0.708193661202,0.708193661202,0.0025541451516511,0.2882127362165799,0.0010394574297689
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,NO,78.94397271134243,21,96.61504440135305,81.978238205634,83.54257646632422,7.350672501237424,5,10,Q1 - Non-Contenders,0.7995881726330061,0.7995881726330061,0.0002367138647237,0.2001158702534808,5.924324878928443e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,NYG,77.20115604286667,22,93.23109524198802,78.95737486316251,85.20625944035412,7.382008614304075,5,10,Q1 - Non-Contenders,0.7851468405271527,0.7851468405271527,0.0001244154087603,0.2146947232537448,3.402081034214789e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,CAR,77.07321168728123,23,93.86370021671245,79.52210355393537,83.15643371730124,7.293795310398342,5,10,Q1 - Non-Contenders,0.8748190813311473,0.8748190813311473,0.0001386249908642,0.1250224824497502,1.9811228238248173e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,CIN,76.84257176061125,24,92.70147698986436,78.4845827826679,84.26857628158021,7.583942968397429,5,10,Q1 - Non-Contenders,0.8017837008623722,0.8017837008623722,0.0001270517076948,0.1980578629185252,3.138451140766332e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,DAL,76.72637765238584,25,92.82953797397874,78.59890327458231,84.94296686981988,7.986402540430821,5,10,Q1 - Non-Contenders,0.9569234853066472,0.9569234853066472,0.0009887867777338,0.0420442836565978,4.3444259020993984e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,ARI,74.38782730955221,26,90.12801770083874,76.18724660430198,83.98340904416706,6.683943932023,4,9,Q1 - Non-Contenders,0.993149773246608,0.993149773246608,0.000157375829107,0.0066917905342893,1.0603899954605384e-06
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,WAS,73.8014062269952,27,89.10260847429441,75.27186017335424,80.56839482061537,7.50771048154611,5,10,Q1 - Non-Contenders,0.9979151343821252,0.9979151343821252,0.0001581309545472,0.0019264293987722,3.0526455527138345e-07
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,CLE,73.4689485953759,28,87.19033256330185,73.56476472712932,81.66674770340691,6.507414362157961,4,9,Q1 - Non-Contenders,0.6020332052018391,0.6020332052018391,9.53989794599664e-05,0.3978083585790585,6.303723964255954e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,MIA,72.76417623844303,29,87.9149647193088,74.2116464070149,80.90476294513707,6.647670227142652,4,9,Q1 - Non-Contenders,0.9986721173458504,0.9986721173458504,0.0002956516173949,0.0010319255406367,3.054961181165673e-07
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,LV,69.6561030156956,30,82.31575422675103,69.21321146394284,82.23974264916271,5.82762287574254,3,8,Q1 - Non-Contenders,0.866898389934561,0.866898389934561,0.0001373698676097,0.1329431738463364,2.106635149278416e-05
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,TEN,68.22071147444711,31,79.66257951181201,66.84471304387927,84.26668848433502,6.302253485645878,4,9,Q1 - Non-Contenders,0.9768678343184852,0.9768678343184852,0.000154795771489,0.0229737294624121,3.640447613464605e-06
2026-Offseason,2026-05-28T07:20:41.989484-04:00,2026,NYJ,65.01298278453388,32,75.20635648595325,62.86662704118648,79.48093770126887,6.119537666634971,4,9,Q1 - Non-Contenders,0.9992888727241312,0.9992888727241312,0.0001583486389452,0.0005526910567663,8.758015723482304e-08
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,LA,97.99247519759926,1,121.6401845473727,104.31826902380016,82.83929168293396,10.884465555519382,8,13,Q4 - Super Bowl Contenders,0.8066807705612218,0.010082608287829755,0.10775735050387741,0.0754792706470711,0.8066807705612218
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,SEA,96.95822128919811,2,121.2319320501729,103.95382058052192,83.82968209791673,10.925594120792194,8,13,Q3 - Playoff Contenders,0.36512351863707615,0.13487648136292385,0.13487648136292385,0.36512351863707615,0.36512351863707615
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,BUF,91.7557724588598,3,112.81513044856833,96.44011212282348,84.04868603586002,9.81234281178895,7,12,Q4 - Super Bowl Contenders,0.5224542095785557,0.055895462168925776,0.33429350145356757,0.087356826798951,0.5224542095785557
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,HOU,91.57996643908463,4,112.97972637598858,96.58704748740716,82.94841289365459,9.0161525584687,7,12,Q4 - Super Bowl Contenders,0.5738324414023795,0.05531226326052016,0.23684205667630356,0.13401323866079676,0.5738324414023795
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,NE,91.03831631863117,5,112.97646871688808,96.58413936364539,84.21215927093455,9.427510897950757,7,12,Q2 - Middle Tier,0.3509642598885381,0.1878576311070491,0.3509642598885381,0.16078750422689672,0.3003906047775161
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,JAX,89.67056787340383,6,111.41324563800968,95.18864461100695,83.73053948460718,9.594686795796498,7,12,Q2 - Middle Tier,0.4725700464169919,0.25294851812044467,0.4725700464169919,0.09569661721350115,0.17878481824906228
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,DEN,87.94443827275877,7,108.2594753572594,92.37326276482041,83.54306079866106,9.060772047774828,7,12,Q3 - Playoff Contenders,0.6443220554627448,0.2798197645160116,0.022969004985236498,0.6443220554627448,0.05288917503600705
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,DET,87.3332568700118,8,106.31104284858924,90.63389019640218,84.3303216867916,9.186775260236615,7,12,Q3 - Playoff Contenders,0.7023212493577192,0.16471451044445154,0.02525978828808749,0.7023212493577192,0.10770445190974177
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,PHI,86.63853448626992,9,105.853284416661,90.22524763069096,82.85315901239275,8.376208194924006,6,11,Q4 - Super Bowl Contenders,0.3837189788637873,0.14325516655746676,0.2676358858022669,0.20538996877647905,0.3837189788637873
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,GB,85.57755123035979,10,106.41019207245697,90.72240105803485,83.14650888827386,9.01955683611545,7,12,Q1 - Non-Contenders,0.6739467757277202,0.6739467757277202,0.10335308544697099,0.19308898407445055,0.029611154750858286
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,IND,84.86586478554322,11,105.79376389337864,90.17211344975601,84.36134517183865,9.22875707333997,7,12,Q1 - Non-Contenders,0.9029074715317804,0.9029074715317804,0.02123434844697619,0.07411515855819413,0.0017430214630494282
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,LAC,84.28936033912987,12,103.72679453560148,88.32692261831559,82.25119177715433,7.922056113593156,5,10,Q3 - Playoff Contenders,0.5476534219695107,0.41025885011487057,0.018025515865912518,0.5476534219695107,0.02406221204970633
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,BAL,83.64895917298627,13,102.09881459343136,86.87361918555852,83.9327938934677,8.867268869476543,6,11,Q1 - Non-Contenders,0.5082592684541488,0.5082592684541488,0.006398039967336273,0.4793090806926654,0.006033610885849548
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,KC,83.62362899248049,14,104.4060018481202,88.93325338030357,84.07389451743545,8.838003383335977,6,11,Q1 - Non-Contenders,0.9961115038573138,0.9961115038573138,0.0002948935612659667,0.003592539029172979,1.0635522471102318e-06
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,CHI,83.01082062048995,15,102.7283234489908,87.43558395983946,85.191866142592,7.973021640510994,5,10,Q1 - Non-Contenders,0.7593230611110748,0.7593230611110748,0.03336232693475982,0.19858921097330634,0.008725400980859012
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,SF,82.95472458241157,16,100.62278227294796,85.55595993027347,86.46699353775696,9.035961801450396,7,12,Q1 - Non-Contenders,0.5657543354194993,0.5657543354194993,0.013305266677331116,0.41126829467047504,0.009672103232694497
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,PIT,82.08745274877388,17,100.60666387721976,85.54157098159202,81.18429757003595,7.743707768340586,5,10,Q1 - Non-Contenders,0.4792904416716282,0.4792904416716282,0.03934255524506345,0.4448513783071283,0.03651562477618011
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,MIN,82.08364943493996,18,100.60225514487124,85.53763529068438,82.33422671892741,8.438331615818473,6,11,Q1 - Non-Contenders,0.6328460554354001,0.6328460554354001,0.00010028162453856966,0.3669955083454974,5.815459456395625e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,TB,81.47429655089323,19,101.4433588468914,86.28849153024045,82.32964984507304,8.125145667193578,6,11,Q1 - Non-Contenders,0.9648766258770346,0.9648766258770346,0.02269172326977968,0.012146004212939886,0.00028564664024593615
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,ATL,79.84676372577738,20,97.3190905604236,82.60674269349195,85.25766977785898,7.506359720302462,5,10,Q1 - Non-Contenders,0.708193661202,0.708193661202,0.002554145151651147,0.2882127362165799,0.0010394574297689428
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,NO,78.94397271134243,21,96.61504440135305,81.978238205634,83.54257646632422,7.350672501237424,5,10,Q1 - Non-Contenders,0.7995881726330061,0.7995881726330061,0.00023671386472379257,0.20011587025348085,5.924324878928443e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,NYG,77.20115604286667,22,93.23109524198802,78.95737486316251,85.20625944035412,7.382008614304075,5,10,Q1 - Non-Contenders,0.7851468405271527,0.7851468405271527,0.00012441540876037804,0.2146947232537448,3.402081034214789e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,CAR,77.07321168728123,23,93.86370021671245,79.52210355393537,83.15643371730124,7.293795310398342,5,10,Q1 - Non-Contenders,0.8748190813311473,0.8748190813311473,0.00013862499086427773,0.12502248244975023,1.9811228238248173e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,CIN,76.84257176061125,24,92.70147698986436,78.4845827826679,84.26857628158021,7.583942968397429,5,10,Q1 - Non-Contenders,0.8017837008623722,0.8017837008623722,0.00012705170769486258,0.19805786291852523,3.138451140766332e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,DAL,76.72637765238584,25,92.82953797397874,78.59890327458231,84.94296686981988,7.986402540430821,5,10,Q1 - Non-Contenders,0.9569234853066473,0.9569234853066473,0.0009887867777338254,0.04204428365659784,4.3444259020993984e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,ARI,74.38782730955221,26,90.12801770083874,76.18724660430198,83.98340904416706,6.683943932023,4,9,Q1 - Non-Contenders,0.9931497732466081,0.9931497732466081,0.00015737582910706538,0.006691790534289395,1.0603899954605384e-06
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,WAS,73.8014062269952,27,89.10260847429441,75.27186017335424,80.56839482061537,7.50771048154611,5,10,Q1 - Non-Contenders,0.9979151343821253,0.9979151343821253,0.00015813095454725453,0.0019264293987722044,3.0526455527138345e-07
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,CLE,73.4689485953759,28,87.19033256330185,73.56476472712932,81.66674770340691,6.507414362157961,4,9,Q1 - Non-Contenders,0.6020332052018391,0.6020332052018391,9.53989794599664e-05,0.3978083585790585,6.303723964255954e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,MIA,72.76417623844303,29,87.9149647193088,74.2116464070149,80.90476294513707,6.647670227142652,4,9,Q1 - Non-Contenders,0.9986721173458503,0.9986721173458503,0.0002956516173949605,0.001031925540636703,3.054961181165673e-07
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,LV,69.6561030156956,30,82.31575422675103,69.21321146394284,82.23974264916271,5.82762287574254,3,8,Q1 - Non-Contenders,0.866898389934561,0.866898389934561,0.00013736986760974176,0.13294317384633647,2.106635149278416e-05
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,TEN,68.22071147444711,31,79.66257951181201,66.84471304387927,84.26668848433502,6.302253485645878,4,9,Q1 - Non-Contenders,0.9768678343184853,0.9768678343184853,0.0001547957714890613,0.022973729462412152,3.6404476134646045e-06
2026-Offseason-2026-05-25,2026-05-28T07:54:42.761769-04:00,2026,NYJ,65.01298278453388,32,75.20635648595325,62.866627041186476,79.48093770126887,6.119537666634971,4,9,Q1 - Non-Contenders,0.9992888727241311,0.9992888727241311,0.0001583486389452911,0.0005526910567663647,8.758015723482304e-08
